tick;name;2024;2023;2022;2021;2020;2019;2018;2017;2016
PGNY.OQ;Progyny Inc;10.92930745;10.66420254;10.23280159;11.24029586;10.68965769;;;;
PROK.OQ;ProKidney Corp;;;;;;;;;
PLD.N;Prologis Inc;0.586638644;0.652528002;0.519388836;0.724080171;1.424058757;1.330029535;1.058769337;0.969944357;1.050032907
PUMP.N;ProPetro Holding Corp;191.2713917;132.242326;161.9524847;155.7146374;164.954316;153.373038;173.3968641;;
PRO.N;Pros Holdings Inc;1.029807969;1.042843721;1.293037035;1.778324974;2.196640189;2.380968596;2.209815294;2.43493489;
PB.N;Prosperity Bancshares Inc;11.27686117;7.424440409;6.168234964;1.309271644;1.563650119;1.633770143;1.454026212;1.453760116;1.440515414
PTGX.O;Protagonist Therapeutics Inc;6.122661092;6.572253236;14.67941762;17.39477776;19.19073478;19.90230017;;;
PRTA.OQ;Prothena Corporation PLC;6.122661092;6.572253236;14.67941762;18.64322798;19.19073478;19.90230017;20.02097431;19.3946612;
PRLB.N;Proto Labs Inc;12.05448376;11.0884404;11.58286116;9.609711047;9.609096821;8.485744812;9.367459185;8.653132807;
PFS.N;Provident Financial Services Inc;2.516358495;1.429103273;1.691282316;1.876974902;2.107141616;2.262585403;2.948797923;2.821075437;2.669073256
PRU.N;Prudential Financial Inc;0.211856786;0.152761722;0.175582557;0.232133534;0.226185772;0.22636867;0.11411671;0.113360112;
PTC.OQ;PTC Inc;1.053542336;1.053539194;0.839513692;0.839514157;0.839514157;0.864051589;8.772286614;10.05108979;2.827364862
PTCT.OQ;PTC Therapeutics Inc;17.02441279;18.66134693;18.90457006;18.64322798;19.19073478;19.90230017;20.02097431;;
PEG.N;Public Service Enterprise Group Inc;191.672449;1041.235137;1002.244611;1327.730647;1405.111902;1328.440563;1462.861365;1452.683629;
PSA.N;Public Storage;4.372480977;4.374055512;3.747179301;4.240034881;4.808924916;4.703899913;4.326729943;4.269396914;30.55712867
PUBM.O;PubMatic Inc;0.399953194;1.293037035;1.778324974;;;;;;
LUNG.OQ;Pulmonx Corp;9.475979907;9.601881822;9.327121117;;;;;;
PLSE.OQ;Pulse Biosciences Inc;7.684663668;8.73973095;;;;;;;
PHM.N;Pultegroup Inc;0.269686934;2.207670049;2.69624673;9.000905016;10.81837338;14.17727359;17.76038997;21.58379719;
PSTG.N;Pure Storage Inc;0.200496732;0.246234266;0.354475175;0.167940418;6.836264114;7.640603955;8.160609094;9.933313936;
PCT.OQ;Purecycle Technologies Inc;;;;;;;;;
PVH.N;PVH Corp;1.702422375;2.745256535;4.078596865;3.408618428;3.628427636;3.666823709;4.549865295;5.148560528;0.549574091
QTWO.N;Q2 Holdings Inc;1.293037035;1.778324974;2.196640189;2.380968596;2.209815294;2.43493489;2.993960918;;
QTTB.OQ;Q32 Bio Inc;4.592068249;4.381788698;14.67941762;17.39477776;13.28422903;;;;
QCRH.OQ;QCR Holdings Inc;12.10116232;8.270649334;25.20480451;3.441567437;8.427185583;1.761014404;1.517865956;1.509159039;
QGEN.N;Qiagen NV;6.432598091;6.411334006;4.909266941;5.454605725;7.080601458;8.755879423;2.539610875;15.76272083;16.63146274
QRVO.OQ;Qorvo Inc;32.30655012;35.62146583;39.66620734;57.06049845;59.78465048;56.85924098;46.09252734;11.03158959;11.23249103
KWR.N;Quaker Chemical Corp;13.05957437;14.81296515;187.1470314;175.8441512;180.3194628;173.579996;185.578747;;
QCOM.OQ;Qualcomm Inc;2.372171946;2.372171946;3.177590419;5.406071511;3.846625453;3.462474017;3.418635996;3.404050267;2.974763657
QLYS.OQ;Qualys Inc;1.624001505;1.785000404;1.673881196;1.687865418;1.631798498;1.724984086;1.955842866;2.252222305;
NX.N;Quanex Building Products Corp;23.42226223;54.18797851;58.54385104;65.5826938;64.20790025;33.40211501;36.72264957;;
PWR.N;Quanta Services Inc;49.00602674;50.38034853;51.47218449;54.18095363;54.42666872;223.9102983;211.3281536;206.199955;
QTRX.OQ;Quanterix Corp;4.285988914;4.712160887;5.160514359;5.510411907;5.584524675;5.449797824;;;
QSI.O;Quantum-Si Inc;14.02177502;;;;;;;;
QS.N;Quantumscape Corp;;;;;;;;;
DGX.N;Quest Diagnostics Inc;29.20408783;22.14590286;9.008053407;11.93178877;12.23516133;12.2838422;11.12042582;11.20098759;
QDEL.OQ;QuidelOrtho Corp;8.632127002;7.938432912;8.240401714;8.489527559;9.096884742;;;;
QNST.OQ;QuinStreet Inc;6.719615897;7.19034789;7.513327118;7.611392768;7.747907928;7.934147072;;;
RCM.O^K24;R1 RCM Inc;1.293037035;1.89431959;4.45965091;6.118179897;7.934147072;;;;
RDN.N;Radian Group Inc;0.007936322;0.007936308;0.023437324;1.227645068;0.715489003;0.609676499;0.915704222;0.890652898;0.897969498
RDUS.OQ;Radius Recycling Inc;44.28541921;55.4262203;85.83560653;79.95292529;69.10205014;70.88570091;98.8894968;72.24182938;
RDNT.OQ;RadNet Inc;11.06789603;10.3587913;9.27351931;8.632127002;8.869895236;8.741319586;8.44378731;8.742372466;
RL.N;Ralph Lauren Corp;1.894282699;1.862507035;3.331439738;2.637747979;69.08489965;73.92100967;5.52725272;4.913981739;4.023492515
METC.OQ;Ramaco Resources Inc;1196.455243;1369.456233;1513.839135;1941.608951;1976.432939;1401.600576;;;
RMBS.OQ;Rambus Inc;4.075238625;4.712096106;0.027383336;0.038092274;16.58500899;16.47807297;19.59773628;17.66627663;
RRC.N;Range Resources Corp;36.25824929;57.6842511;102.2568398;140.8263339;141.9277547;226.5068733;311.5225551;243.4602912;
PACK.N;Ranpak Holdings Corp;5.583460949;6.196926283;5.358819584;9.421150278;;;;;
RPD.O;Rapid7 Inc;2.406593899;2.406593899;1.913552344;2.196640189;2.380968596;2.209815294;2.43493489;;
RAPT.OQ;RAPT Therapeutics Inc;6.122661092;6.572253236;14.67941762;;;;;;
RJF.N;Raymond James Financial Inc;0.034709056;0.034709056;0.097619576;0.140732125;1.101919748;1.073118619;1.149217096;0.915429064;0.93470077
RYAM.N;Rayonier Advanced Materials Inc;410.0436216;339.6712518;310.3539951;218.0505345;268.3759068;288.2789461;;;
RYN.N;Rayonier Inc;0.576411989;0.489365537;0.648312177;1.014677692;148.5720842;93.08108478;127.5652772;80.00554162;
RBA.TO;RB Global Inc;18.31515564;22.95038004;43.52112401;30.53092836;6.68997052;12.71943195;19.21851175;21.78515503;
RBA.N;RB Global Inc;18.31515564;22.95038004;43.52112401;30.53092836;6.68997052;12.71943195;19.21851175;21.78515503;
RBB.OQ;RBB Bancorp;8.22808644;6.818807032;1.531829677;1.859470274;1.822849604;1.594866706;;;
RBC.N;RBC Bearings Inc;14.89354812;15.29727191;13.21597067;13.16953556;13.35792157;13.19929548;14.46273337;13.97366578;
RICK.OQ;RCI Hospitality Holdings Inc;16.41669521;32.00219371;33.41025337;37.89808243;38.55281602;39.48350324;;;
RMAX.N;Re/Max Holdings Inc;4.17696191;4.43032236;4.550983983;4.530568582;4.557660136;4.782456565;4.816017381;;
RC.N;Ready Capital Corp;0.343758122;0.400393537;2.459730147;5.566432018;3.05654912;6.626999019;;;
REAX.O;Real Brokerage Inc;;;;;;;;;
O.N;Realty Income Corp;0.031990445;0.048583933;0.067671569;0.08390115;7.887138191;8.590690191;8.883003532;8.625189183;
RXRX.OQ;Recursion Pharmaceuticals Inc;6.758025249;6.572253236;;;;;;;
RRBI.O;Red River Bancshares Inc;10.02303638;7.303387517;6.121209903;1.273999324;1.4807947;;;;
RRR.OQ;Red Rock Resorts Inc;32.29641583;33.54704456;35.96577785;37.53907547;38.10328904;38.78782177;39.0799686;40.47236698;39.7962313
RDVT.OQ;Red Violet Inc;1.042843721;1.293037035;1.778324974;2.196640189;;;;;
RDFN.OQ;Redfin Corp;7.693519029;7.873472458;10.29493997;14.45069071;15.35661712;11.95560104;;;
RWT.N;Redwood Trust Inc;23.60137859;0.329280968;10.5252319;6.566215197;11.78375659;12.1822709;;;
RRX.N;Regal Rexnord Corp;17.58227639;21.47311235;22.34881321;22.51380482;1.930518982;2.220575544;1.757460071;0.926951021;
REG.OQ;Regency Centers Corp;1.912713845;1.574398024;1.408222009;1.309637485;1.185575057;0.476468162;1.622913373;1.622913373;
REGN.OQ;Regeneron Pharmaceuticals Inc;5.405449811;5.405449811;4.031931905;6.849395676;7.312358522;8.672587471;8.310305443;8.106283666;9.503553842
RGNX.OQ;Regenxbio Inc;6.122661092;6.572253236;14.67941762;17.39477776;19.19073478;19.90230017;20.02097431;;
RM.N;Regional Management Corp;1.587146069;1.824656308;1.749851177;2.044724943;2.206546835;3.645140008;;;
RF.N;Regions Financial Corp;0.74026334;0.745573159;0.679815492;1.021680217;1.060929432;0.913199426;1.024492017;1.151313356;
RGA.N;Reinsurance Group of America Inc;0.037157999;0.035872804;0.038915014;0.045736596;0.46788843;0.48538095;0.503405689;0.489826716;
RLAY.OQ;Relay Therapeutics Inc;6.122661092;6.572253236;14.67941762;;;;;;
RS.N;Reliance Inc;10.78296623;10.78296623;13.113891;20.31343978;17.04058758;585.5036107;624.3080076;861.4675542;918.89072
RELY.O;Remitly Global Inc;0.715110739;0.735329248;;;;;;;
RNR.N;Renaissancere Holdings Ltd;0.010786431;0.015446314;0.015010771;0.015053159;0.566968443;0.521076597;0.518885672;0.458062445;
RNST.N;Renasant Corp;5.246830494;3.81809333;1.315884513;1.558520575;1.617801535;1.448148805;1.466464739;1.458304313;
RPAY.OQ;Repay Holdings Corp;0.735329248;0.820870793;0.950487272;0.917801718;;;;;
RGEN.OQ;Repligen Corp;1.632719926;1.913078873;10.56900679;14.75143287;16.49310286;;;;
REPL.OQ;Replimune Group Inc;;;;;;;;;
RBCAA.OQ;Republic Bancorp Inc;6.799995875;7.13901533;5.321254242;3.3451115;8.082018707;3.282766627;1.620522727;2.180232757;
RSG.N;Republic Services Inc;1013.086528;1013.086528;1207.950155;1301.504885;1352.590151;1314.538239;1343.052532;1487.845372;1639.750302
REZI.N;Resideo Technologies Inc;2.539324961;12.99914468;299.9380394;299.9380394;299.9380394;;;;
RMD.N;Resmed Inc;1.084260776;1.084259096;0.756374283;8.561560477;9.220648969;11.20660218;12.93462127;14.35823341;13.85278862
RGP.OQ;Resources Connection Inc;1.095875906;6.719615897;2.959454486;0.903277559;1.444640163;1.501604577;1.937517193;;
ROIC.OQ;Retail Opportunity Investments Corp;0.725404165;0.777895107;0.774337062;0.867678959;7.74342989;8.311107511;8.709480569;8.441693301;
REVG.N;REV Group Inc;8.724318065;8.724318065;8.930859375;9.447225149;9.741232267;19.28506799;21.61264767;18.0256209;
RVNC.OQ;Revance Therapeutics Inc;5.854808164;6.48247711;14.67941762;17.39477776;19.19073478;19.90230017;20.02097431;;
GEAR.N;Revelyst Inc;;;;;;;;;
RVMD.OQ;Revolution Medicines Inc;5.740965295;6.122661092;6.572253236;14.67941762;;;;;
RVLV.N;Revolve Group Inc;6.748042703;9.901478266;11.72715872;13.20498971;;;;;
RVTY.N;Revvity Inc;1.491562351;2.437119076;4.442944814;4.58999941;5.27252765;7.318305643;8.214942539;;
REX.N;REX American Resources Corp;;123.8741204;145.3589929;292.9885001;132.1685469;129.4276317;166.5333055;156.941834;
REXR.N;Rexford Industrial Realty Inc;0.573507139;0.086237777;65.49286616;9.249420955;9.81364956;10.73956922;10.32539307;9.62315893;
REYN.OQ;Reynolds Consumer Products Inc;45.24861595;50.33473541;58.94343586;62.62926713;60.97887377;;;;
RH.N;RH;4.872667146;5.721938223;9.247484585;7.236952484;7.014787196;6.291306998;9.161320457;8.669231241;
RYTM.O;Rhythm Pharmaceuticals Inc;6.122661092;6.572253236;;;;;;;
RBBN.OQ;Ribbon Communications Inc;2.483653752;2.591847869;1.501549547;2.452447208;6.781391405;6.62540689;2.43493489;;
RIGL.OQ;Rigel Pharmaceuticals Inc;5.740965295;6.122661092;6.572253236;14.67941762;18.64322798;19.19073478;19.90230017;;
REPX.A;Riley Exploration Permian Inc;300.46006;428.998271;689.3292204;;;;;;
RMNI.OQ;Rimini Street Inc;1.624001505;1.785000404;1.778324974;2.196640189;0.6545975;0.556774298;;;
REI;Ring Energy Inc;358.7789777;620.1491549;1005.883654;761.522249;778.3429604;878.4542799;772.8912182;;
RNG.N;RingCentral Inc;1.293040278;1.778324974;2.196640189;2.380968596;2.200640219;2.430377819;2.993960918;;
RIOT.OQ;Riot Platforms Inc;7.067721675;4.673675677;1.673881196;;;;;;
RITM.N;Rithm Capital Corp;0.594979169;20.42888699;6.565805493;3.474703046;5.601750002;7.181784959;12.55091463;;
RIVN.OQ;Rivian Automotive Inc;19.43305187;10.6528643;;;;;;;
RLI.N;RLI Corp;0.161367264;0.288318847;0.624946461;0.768952225;0.828138857;;;;
RLJ.N;RLJ Lodging Trust;31.13168095;31.13162879;45.77382173;20.41624526;9.077912072;9.076108227;9.075650049;9.62315893;
RMR.OQ;RMR Group Inc;1.234506362;1.286746292;1.892420171;3.9270671;3.948340412;4.079742555;;;
RHI.N;Robert Half Inc;0.444865338;0.44486567;0.466769017;0.610295557;0.635779609;0.525190811;7.934147072;8.084891363;8.165901675
HOOD.OQ;Robinhood Markets Inc;;;;;;;;;
RBLX.N;Roblox Corp;;;;;;;;;
RKT.N;Rocket Companies Inc;2.226843886;2.73967847;3.021584518;;;;;;
RKLB.OQ;Rocket Lab USA Inc;9.885980162;11.40859129;;;;;;;
RCKT.OQ;Rocket Pharmaceuticals Inc;;;;;;;;;
ROK.N;Rockwell Automation Inc;3.38642338;3.38642338;2.665275674;3.244810263;5.021359861;5.087308731;5.105921126;6.922357343;6.959526942
ROG.N;Rogers Corp;22.50777669;22.50777669;22.96958042;26.25904112;107.9019598;105.7087458;111.4466418;111.4814233;83.49573575
ROIV.OQ;Roivant Sciences Ltd;5.740965295;6.122661092;;;;;;;
ROKU.OQ;Roku Inc;3.457342427;3.60875888;3.299226696;3.229806782;3.192969799;1.748399645;;;
ROL.N;Rollins Inc;34.73817483;36.34113552;37.31595232;37.02199583;37.62920146;35.95483404;31.09015658;25.44771867;28.68860728
ROOT.OQ;Root Inc;1.352606178;1.026015838;0.894631233;;;;;;
ROP.OQ;Roper Technologies Inc;0.8955043;0.8955043;1.211963031;4.41425954;4.08163571;7.446416709;7.642292613;8.521410861;8.368687807
ROST.OQ;Ross Stores Inc;1.595652499;1.312420042;1.661080788;1.444908942;1.222010879;8.367741761;7.060470007;5.261362709;4.094572065
RCL.N;Royal Caribbean Cruises Ltd;563.2961335;563.2961335;1467.168003;1132.80439;440.1814648;460.1949115;481.377035;523.3119294;535.4373271
RGLD.OQ;Royal Gold Inc;216.4599341;233.4901942;470.5347019;238.7473051;226.3692186;223.9803382;224.3888377;224.3650969;230.3153971
RPRX.OQ;Royalty Pharma PLC;21.73407292;23.25670124;24.30135854;;;;;;
RES.N;RPC Inc;103.7238618;132.242326;161.9524847;155.7143339;164.954316;153.373038;173.3968641;180.7191163;
RPM.N;RPM International Inc;8.094690752;7.108407888;9.228991352;11.43434574;120.3375056;194.5868004;197.9321646;205.3150878;
RTX.N;RTX Corp;7.554342964;7.927253526;9.48212487;13.50210589;22.94985735;13.12425422;13.2620362;12.56854077;
RUSHB.OQ;Rush Enterprises Inc;5.959724966;3.576531093;6.191375814;13.28612138;18.56247823;19.72860955;22.26006645;34.52840965;
RUSHA.OQ;Rush Enterprises Inc;5.959724966;3.576531093;6.191375814;13.28612138;18.56247823;19.72860955;22.26006645;34.52840965;
RSI.N;Rush Street Interactive Inc;8.903944139;8.77534496;7.705371281;8.407392479;;;;;
RXO;RXO Inc;30.03487937;31.13925564;;;;;;;
RXST.O;Rxsight Inc;3.143919232;4.520455702;;;;;;;
RYAN.N;Ryan Specialty Holdings Inc;;;;;;;;;
R.N;Ryder System Inc;59.97593706;70.8499154;80.97781247;88.7451692;89.12619596;94.45412231;110.6091648;104.1698336;
RYI.N;Ryerson Holding Corp;9.962679486;11.98174546;887.2750376;581.8003808;994.3380944;1058.420238;;;
RHP.N;Ryman Hospitality Properties Inc;40.0161686;59.47264825;62.8985064;42.97735338;51.45170878;60.09610718;64.69217401;9.62315893;
SPGI.N;S&P Global Inc;0.332438959;0.332438959;0.096661444;0.21806638;0.537759367;0.477839565;0.40004948;0.37890832;1.401844532
STBA.OQ;S&T Bancorp Inc;10.12249126;7.235676328;5.976035911;1.306752059;1.666082091;1.715682423;1.506360668;1.508983262;
SOC.N;Sable Offshore Corp;;;;;;;;;
SBRA.OQ;Sabra Health Care REIT Inc;11.64218335;11.7976582;7.998836652;8.751444769;10.94469643;10.17416169;8.862384849;9.616672693;
SABR.OQ;Sabre Corp;26.20166532;28.03715352;29.29662552;30.71444855;31.2733956;32.4663393;33.10380159;33.39747888;
SB.N;Safe Bulkers Inc;794.0204478;807.3676778;935.0049666;924.1071723;745.9536007;729.1636157;;;
SAFE.N;Safehold Inc;7.561814981;6.789936166;10.32630068;7.96458919;7.521304369;9.01520875;8.891214419;;
SAFE_w.N^C23;Safehold Inc(Pre-Merger);;;;;;;;;
SAFT.OQ;Safety Insurance Group Inc;0.613769543;0.586565855;0.654098023;0.750135062;0.844429983;0.807021914;0.792438641;;
SAGE.OQ;SAGE Therapeutics Inc;6.122661092;6.572253236;14.67941762;17.39477776;19.19073478;;;;
SAIA.OQ;Saia Inc;216.6858878;140.6234815;34.81730264;35.27182339;35.90444593;36.08190308;36.50992066;;
CRM.N;Salesforce Inc;0.136865272;0.231390608;0.047054395;0.350918236;0.37644933;0.425521822;0.476117103;0.477710637;0.999554115
SBH.N;Sally Beauty Holdings Inc;19.44711179;20.88864805;20.65655435;21.40302626;21.39962108;23.58021085;21.32969739;11.406521;4.815287455
SANA.OQ;Sana Biotechnology Inc;;;;;;;;;
SD;SandRidge Energy Inc;428.998271;689.3292204;794.6800312;761.5222451;778.342954;878.4542799;772.8912683;721.0839084;
SASR.OQ;Sandy Spring Bancorp Inc;1.816004706;6.660919506;5.0314263;1.34195668;1.664851913;1.729040934;1.49855064;1.522281697;
SANM.OQ;Sanmina Corp;20.95403567;20.33821544;19.71360718;14.80496569;16.76198052;17.16489404;17.49101729;17.66627663;
SPNS.OQ;Sapiens International Corporation N.V.;0.958427421;0.938507922;1.890614815;2.260025655;2.296165276;2.26766147;2.425436119;;
SRPT.OQ;Sarepta Therapeutics Inc;6.122661092;6.572253236;14.67941762;18.64322798;19.19073478;19.90230017;20.02097431;19.3946612;
BFS.N;Saul Centers Inc;3.667463982;3.924382332;4.10560691;4.154182212;7.760703424;8.311107511;8.75012508;8.442137437;
SVRA.OQ;Savara Inc;;;;18.90457006;;;;;
SVV.N;Savers Value Village Inc;13.55706674;;;;;;;;
SBAC.OQ;SBA Communications Corp;4.215003133;2.858590715;3.024283557;2.878919115;2.572767789;9.781960675;10.63023737;12.89461204;
SCSC.OQ;Scansource Inc;0.203757442;0.203757099;0.203757129;3.623152822;4.436138108;4.160530513;2.718004588;2.078611173;
SLB.N;Schlumberger NV;52.78847318;59.7033015;60.328842;50.67156788;43.33384123;44.61235217;40.84861561;39.46441156;
SNDR.N;Schneider National Inc;149.4921567;170.4339687;33.17711952;32.13287011;31.58084903;32.5851502;;;
SRRK.OQ;Scholar Rock Holding Corp;7.851009027;7.715737429;14.67941762;17.39477776;;;;;
SCHL.OQ;Scholastic Corp;2.116386838;2.16176002;2.230719041;1.660033751;1.860648198;2.273300401;2.61295888;2.812355145;
SDGR.OQ;Schrodinger Inc;2.280993733;2.316679055;2.238221541;2.638757417;3.299753522;;;;
SAIC.OQ;Science Applications International Corp;0.09423676;0.098155261;0.120396825;0.0958285;0.176561494;14.59764006;13.90333246;12.97176825;0.73294333
STNG.N;Scorpio Tankers Inc;780.8243527;838.2324564;878.5290351;921.3668229;928.0364479;692.7332885;633.7782026;;
SMG.N;Scotts Miracle-Gro Co;21.09477332;11.67126904;19.54209023;23.91004436;97.90080348;23.62011213;26.72931131;28.25228797;
SCPH.O;scPharmaceuticals Inc;;;;;;;;;
SEB.A;Seaboard Corp;147.4971921;147.1937921;141.8432688;172.3652203;215.5591878;202.3011812;201.0820226;188.1564237;178.7558232
SBCF.OQ;Seacoast Banking Corporation of Florida;10.61041292;7.162775104;6.015126618;1.276919713;1.542627289;1.608258613;1.431393993;1.447723098;
SDRL.K;Seadrill Ltd (Hamilton);579.1136364;595.1240079;677.6260623;636.7608069;237.1469206;177.8661399;173.0181092;159.9271435;
STX.OQ;Seagate Technology Holdings PLC;28.01800875;33.25587492;29.60510039;25.25938402;23.1855329;24.35642002;26.76917563;20.46058665;
SEE.N;Sealed Air Corporation;19.37308354;26.40355633;25.09075706;27.42105153;28.34111606;40.8981083;35.68565526;56.854409;
SEG.A;Seaport Entertainment Group Inc;;;;;;;;;
SEIC.OQ;SEI Investments Co;0.06278126;0.067767983;0.014251291;0.024244041;1.702701821;1.629411291;0.760557751;0.813182197;
SEM.N;Select Medical Holdings Corp;10.33832591;10.73091373;11.54948511;11.38565249;11.65467481;13.05969931;13.26048903;14.14195874;12.08976738
WTTR.N;Select Water Solutions Inc;170.9215666;113.9982745;138.3138378;157.1720438;169.6547152;165.4045132;;;
SIGI.OQ;Selective Insurance Group Inc;0.601082394;0.529579572;0.649262392;0.943814942;0.828138857;0.861109154;0.787023412;0.805716143;
SLQT.N;SelectQuote Inc;8.375468701;7.258378421;2.361977217;0.935850949;;;;;
SRE.N;Sempra;496.1964125;531.7275694;592.1503078;482.3574004;597.499603;531.2764963;460.8254093;808.6219452;
SEMR.N;SEMrush Holdings Inc;1.029807969;1.042843721;;;;;;;
SMTC.OQ;Semtech Corp;1.255728435;1.30524338;0.539696955;0.471222549;0.411354664;17.88398534;18.53913387;19.4196287;
SENEA.OQ;Seneca Foods Corp;39.54085189;39.50075097;44.81369826;49.28393974;52.6859542;60.77148216;52.5171764;;
ST.N;Sensata Technologies Holding PLC;1.385477008;1.380898726;1.708276517;1.631217457;5.073929957;6.910158288;15.34438976;0.64378969;6.454372069
SXT.N;Sensient Technologies Corp;107.4990559;103.6853532;108.6751771;109.2341522;161.0768226;154.9347299;153.7071959;143.8341291;129.3817565
S.N;SentinelOne Inc;1.515161434;2.149750337;;;;;;;
SCI.N;Service Corporation International;33.15347201;34.37299807;7.319410483;7.414945089;7.547936835;7.729369205;7.876222833;7.956045427;
SVC.OQ;Service Properties Trust;15.67901691;16.13480618;16.58688253;16.50348123;16.73133107;9.077912072;9.115171762;9.075650049;9.678312099
NOW.N;ServiceNow Inc;0.313319531;0.237618725;0.225246953;0.382321655;1.631795996;1.738050308;1.955179194;2.252222305;
SFBS.N;ServisFirst Bancshares Inc;2.077229484;1.316114749;1.205641771;1.352455643;1.779526421;1.770613925;1.532104323;1.541881435;1.515540437
SES.N;SES AI Corp;;;;;;;;;
SEZL.OQ;Sezzle Inc;0.722634989;0.797479925;1.054980433;;;;;;
SFL.N;SFL Corporation Ltd;780.8228539;838.2324564;878.5290351;921.3668229;928.0364479;692.7332885;633.7782026;611.8987841;
SGHC.N;SGHC Ltd;8.728202906;8.63316174;;;;;;;
SHAK.N;Shake Shack Inc;14.67607492;26.29593678;21.28198119;15.58242505;20.66675407;20.3215636;18.80468513;17.94944714;
SN.N;Sharkninja Inc;4.46781991;;;;;;;;
SHEN.OQ;Shenandoah Telecommunications Co;8.254065539;8.346562006;8.275095973;17.63427153;16.29902533;5.193977281;5.529432801;5.61598527;
SHW.N;Sherwin-Williams Co;19.41920366;19.53666657;21.79514969;22.01711655;21.30554901;24.10038103;22.84717385;25.25798762;
FOUR.N;Shift4 Payments Inc;0.735329248;0.820870651;0.950486904;0.917801744;;;;;
SHLS.OQ;Shoals Technologies Group Inc;11.01675254;11.7885136;;;;;;;
SCVL.OQ;Shoe Carnival Inc;1.835467482;1.964980195;2.820896287;2.117836447;2.254632583;1.018036884;6.620614022;;
SHBI.OQ;Shore Bancshares Inc;11.50231932;6.323557179;5.318619254;1.320712119;1.551129846;1.570913583;1.629962856;;
SSTK.N;Shutterstock Inc;3.285354312;3.598522286;3.015316573;2.525147151;1.64199766;1.592351129;2.029219289;2.560220306;
SHYF.OQ;Shyft Group Inc;4.130807274;10.6528643;10.30550119;10.08974106;14.25680515;10.05542949;10.26064263;;
SIBN.OQ;SI-BONE Inc;9.268089764;9.475979907;9.601881822;9.327121117;9.397759499;5.584524675;;;
BSRR.OQ;Sierra Bancorp;7.444533218;6.080288706;1.066592582;1.510171929;1.602106359;1.42501361;;;
SIGA.O;SIGA Technologies Inc;17.02435286;18.66141031;18.90457066;18.64322449;16.95938333;17.83474336;;;
SIG.N;Signet Jewelers Ltd;;0.851175068;1.156273959;0.912395493;0.888041583;0.796689664;0.721573645;0.788028213;0.750816769
SLGN.N;Silgan Holdings Inc;50.0483389;50.04847518;49.39788149;60.35551426;46.2562252;45.10632337;;;
SLAB.OQ;Silicon Laboratories Inc;0.049855674;0.032223101;0.058263741;0.121347822;0.182674789;16.76198052;17.16489404;17.49101729;17.66627663
SFNC.OQ;Simmons First National Corp;8.001900091;6.521291395;1.361831952;1.637509518;1.708894891;1.448775819;1.449755764;1.514228448;
SPG.N;Simon Property Group Inc;3.477874198;3.477874685;3.354055961;3.281376051;2.930084485;3.005324086;2.926002689;3.75329172;4.352934229
SMPL.OQ;Simply Good Foods Co;2.10229387;2.549473974;4.230077244;34.51720065;40.35179253;44.77261961;;;
SSD.N;Simpson Manufacturing Co Inc;3.294283324;2.637901883;179.9918919;179.8963576;180.8540644;181.0121572;189.7181588;183.9631518;
SLP.OQ;Simulations Plus Inc;1.042843721;1.454063826;3.13669984;4.511907533;;;;;
SBGI.OQ;Sinclair Inc;4.528385081;4.909768059;2.778067542;5.44924769;4.6038378;4.325337847;4.593963549;1.366941971;
SIRI.OQ;Sirius XM Holdings Inc;;;;;;;;;
SPNT.N;Siriuspoint Ltd;0.070365676;0.070365676;0.894631233;0.672181028;0.467050088;0.414377058;0.449364913;0.513752589;
SITC.N;Site Centers Corp;3.977166636;3.969049224;4.110182156;4.410798978;7.74342989;8.311107511;8.709480569;8.441701512;
SITE.N;SiteOne Landscape Supply Inc;16.90198032;15.20211756;68.7252503;69.62226787;70.87098742;72.57453788;46.54166522;56.1873496;
SITM.OQ;SiTime Corp;14.02177502;14.53735277;15.55574387;16.25448365;16.46664086;;;;
STR.N;Sitio Royalties Corp;738.2861098;819.2065618;761.5222451;790.0022029;;;;;
FUN.N;Six Flags Entertainment Corp;;;;;;;;;
SJW.OQ;SJW Group;8.580662416;8.464560753;8.477908901;13.6700263;154.9756785;158.565434;160.829387;;
SKX.N;Skechers USA Inc;2.533798969;2.5236958;2.367419917;1.961057413;2.94310276;4.20306769;4.183722501;2.536242969;
SKWD.OQ;Skyward Specialty Insurance Group Inc;;;;;;;;;
SKYW.OQ;SkyWest Inc;1451.924464;1467.165671;1411.74571;1322.955155;1363.985125;1448.522409;1075.718966;1003.103759;
SWKS.OQ;Skyworks Solutions Inc;6.931364506;7.201268325;9.007956611;8.728678038;9.250775595;17.16489404;17.49101729;17.66627663;
SLG.N;SL Green Realty Corp;4.80199918;6.419499734;0.71242662;0.824862086;5.863652362;4.531341281;4.72826708;13.20280077;
SNBR.OQ;Sleep Number Corp;10.26110475;10.26107932;9.900455388;15.75875748;7.56995564;11.27056716;13.68448232;24.91323331;
SLM.OQ;SLM Corp;0.197639256;0.163429161;0.767893206;1.036303072;1.638799916;1.659248883;1.347754921;0.991201115;0.983606156
SM.N;SM Energy Co;135.3335418;220.4854188;424.1218127;488.080174;778.342954;878.4542799;772.8912683;721.0839084;
SMBK.K;SmartFinancial Inc;7.801296701;6.391149783;1.359012557;1.581917388;1.713292077;1.489928021;;;
SMRT.N;SmartRent Inc;1.042843721;;;;;;;;
SMAR.N;Smartsheet Inc;;1.286849402;1.451935422;1.847528297;2.530870991;3.348095834;;;
